[1.985349178314209, 1.9992561340332031] 
[1.5304104089736938, 1.9988937377929688] 
[2.003204107284546, 1.9814364910125732] 
[-0.8955204486846924, 1.470129132270813] 
[1.6864255666732788, -2.4610724449157715] 
[-5.285417079925537, -2.398775815963745] 
[-5.741298198699951, 2.9011096954345703] 
[-4.531431674957275, 0.6804460287094116] 
[-0.9099334478378296, 1.055214524269104] 
[-0.924446702003479, 3.9687297344207764] 
[-4.527939796447754, 3.8361947536468506] 
